nom,people_count,male,female,min_age,max_age,avg_age
Monnet,3,3,0,48.0,58.0,54.333333333333336
Mohamed Soilihi,3,3,0,52.0,52.0,52.0
Moisy de Cala,3,3,0,36.0,39.0,37.333333333333336
Minard,3,0,3,51.0,52.0,51.666666666666664
Méary,3,3,0,44.0,47.0,45.333333333333336
BERTAUD,3,0,3,64.0,66.0,64.66666666666667
Muzeau,3,3,0,73.0,76.0,74.33333333333333
Miquelly,3,0,3,50.0,51.0,50.666666666666664
Lévrier,3,3,0,61.0,62.0,61.333333333333336
Morel,3,0,3,28.0,29.0,28.333333333333332
genet,3,3,0,45.0,47.0,46.0
MARCOT,3,1,2,53.0,59.0,57.0
Muller,3,3,0,48.0,66.0,54.0
grelaud,3,1,2,58.0,64.0,61.666666666666664
MARIDET,3,3,0,55.0,57.0,55.666666666666664
MANUBY,3,0,3,33.0,34.0,33.666666666666664
MARCHET,3,0,3,54.0,58.0,55.666666666666664
BOLO,3,3,0,58.0,58.0,58.0
BOUCHET,3,2,1,68.0,74.0,71.66666666666667
BONHOMME,3,2,1,51.0,69.0,63.0
MASBOU,3,3,0,65.0,66.0,65.33333333333333
MARTINELLI,3,3,0,48.0,49.0,48.666666666666664
MELLERAY,3,3,0,48.0,49.0,48.333333333333336
BRESSON,3,3,0,67.0,69.0,68.0
MADELIN,3,3,0,31.0,32.0,31.333333333333332
BRAUD,3,0,3,54.0,61.0,57.0
BOUBA,3,3,0,41.0,42.0,41.666666666666664
BOUJLILAT,3,3,0,46.0,48.0,47.333333333333336
MASCARO,3,3,0,58.0,59.0,58.333333333333336
BLOCHE,3,3,0,64.0,68.0,65.33333333333333
MAHE,3,1,2,61.0,69.0,63.666666666666664
MAHALI,3,3,0,43.0,45.0,44.0
BOUCHONNET,3,0,3,23.0,27.0,24.666666666666668
MAGNE,3,3,0,59.0,60.0,59.666666666666664
BOHIN,3,3,0,55.0,56.0,55.666666666666664
BIASOTTO,3,3,0,41.0,42.0,41.333333333333336
BIANCHI,3,3,0,50.0,51.0,50.333333333333336
BEYAERT,3,3,0,49.0,49.0,49.0
Baubry,3,3,0,35.0,36.0,35.333333333333336
BUIS,3,3,0,64.0,65.0,64.66666666666667
BULTEAU RAMBAUD,3,0,3,56.0,58.0,57.0
MELCHIOR,3,1,2,59.0,64.0,62.333333333333336
Limousin,3,3,0,73.0,75.0,74.33333333333333
BELLAIS,3,0,3,58.0,60.0,59.333333333333336
BEN MOKHTAR,3,0,3,48.0,53.0,51.333333333333336
BECHT,3,3,0,48.0,48.0,48.0
BOUYAC,3,0,3,73.0,74.0,73.33333333333333
MONNIER,3,2,1,31.0,38.0,35.333333333333336
deniziot,3,3,0,38.0,41.0,39.333333333333336
Bail,3,3,0,36.0,39.0,37.333333333333336
NISON,3,3,0,46.0,49.0,47.333333333333336
de bazelaire,3,0,3,50.0,53.0,51.333333333333336
de Montchalin,3,0,3,39.0,39.0,39.0
Baptiste,3,3,0,52.0,53.0,52.333333333333336
MERILLOU,3,3,0,68.0,72.0,69.66666666666667
MERLE,3,0,3,51.0,58.0,55.333333333333336
louault,3,3,0,51.0,51.0,51.0
BEDAT,3,3,0,64.0,65.0,64.66666666666667
NIRLO,3,3,0,71.0,72.0,71.66666666666667
BUVAL,3,3,0,72.0,73.0,72.33333333333333
Miranville,3,0,3,37.0,37.0,37.0
gabrieli,3,3,0,57.0,58.0,57.666666666666664
BRAULT,3,3,0,73.0,74.0,73.33333333333333
Louchaert,3,0,3,48.0,50.0,49.0
Mongaburu,3,3,0,37.0,38.0,37.333333333333336
Léger,3,0,3,47.0,49.0,48.333333333333336
dousset,3,3,0,65.0,67.0,66.33333333333333
BERNARDINI,3,3,0,66.0,67.0,66.66666666666667
MAZY,3,0,3,56.0,59.0,57.333333333333336
lecomte,3,3,0,58.0,67.0,64.0
BERNADETTE,3,0,3,59.0,63.0,60.333333333333336
Lungenstrass,3,3,0,26.0,30.0,27.666666666666668
BUGIS,3,3,0,61.0,62.0,61.333333333333336
dufour,3,3,0,67.0,75.0,69.66666666666667
duhem,3,3,0,44.0,45.0,44.666666666666664
dumoulin,3,0,3,54.0,55.0,54.666666666666664
BERGERI,3,0,3,44.0,45.0,44.666666666666664
Longo,3,3,0,32.0,47.0,41.333333333333336
BRIQUET,3,0,3,53.0,56.0,54.0
BERNO DOS SANTOS,3,0,3,50.0,51.0,50.333333333333336
BRISTOL,3,0,3,66.0,66.0,66.0
MELLOULI,3,3,0,63.0,65.0,64.0
BENSALEM OULD AMARA,3,0,3,51.0,52.0,51.666666666666664
BENOIT-GOLA,3,0,3,48.0,49.0,48.666666666666664
BUFFET,3,3,0,61.0,61.0,61.0
BRIERE,3,3,0,31.0,32.0,31.333333333333332
AUBIN,3,3,0,55.0,55.0,55.0
ANTOINE,3,0,3,62.0,63.0,62.333333333333336
CANNAT,3,3,0,64.0,66.0,65.0
ANNETTE,3,3,0,63.0,77.0,71.33333333333333
ARRIVE,3,3,0,45.0,46.0,45.666666666666664
Labadie,3,0,3,58.0,60.0,59.0
ANDRO,3,1,2,42.0,66.0,50.333333333333336
CARADEC,3,0,3,53.0,56.0,54.333333333333336
LURTON,3,3,0,57.0,57.0,57.0
bleunven,3,3,0,60.0,61.0,60.333333333333336
ANGLARD,3,0,3,66.0,67.0,66.66666666666667
becue,3,0,3,35.0,36.0,35.333333333333336
ANGLARS,3,3,0,59.0,60.0,59.666666666666664
schillinger,3,0,3,57.0,57.0,57.0
savoldelli,3,3,0,62.0,63.0,62.333333333333336
LEVY,3,0,3,75.0,75.0,75.0
roux,3,0,3,56.0,58.0,57.333333333333336
beck,3,3,0,67.0,70.0,68.33333333333333
tarleve,3,3,0,72.0,72.0,72.0
LIPSOS-SALLENAVE,3,0,3,68.0,69.0,68.66666666666667
AROSTEGUY,3,0,3,56.0,57.0,56.333333333333336
AUZEMERY,3,3,0,58.0,60.0,59.0
AZZAZ,3,0,3,38.0,41.0,39.333333333333336
bonhomme,3,3,0,51.0,51.0,51.0
AZEROT,3,3,0,59.0,59.0,59.0
PAUL,3,3,0,54.0,56.0,55.0
Bédier,3,3,0,63.0,64.0,63.333333333333336
rossignol,3,0,3,65.0,73.0,68.0
rolland,3,2,1,48.0,54.0,52.0
LOPEZ,3,1,2,65.0,66.0,65.66666666666667
Buillard,3,3,0,69.0,72.0,71.0
CAPITANIO,3,3,0,52.0,53.0,52.666666666666664
CALABRESE,3,0,3,67.0,68.0,67.66666666666667
LOSBAR,3,3,0,60.0,61.0,60.333333333333336
CADIC,3,3,0,59.0,62.0,60.0
ripert,3,3,0,62.0,64.0,63.333333333333336
CAMMAL,3,3,0,48.0,50.0,49.0
CAMPELLO,3,3,0,52.0,54.0,53.333333333333336
CATHALA,3,3,0,74.0,75.0,74.33333333333333
roullet,3,3,0,68.0,70.0,69.0
AMARGER-BRAJON,3,0,3,62.0,65.0,63.333333333333336
ASSEH,3,3,0,45.0,48.0,46.333333333333336
AUGER,3,0,3,42.0,43.0,42.666666666666664
ATTARI,3,0,3,34.0,38.0,35.666666666666664
PERRAUD,3,3,0,67.0,68.0,67.66666666666667
Marie,3,3,0,60.0,62.0,61.0
tabutin,3,0,3,67.0,68.0,67.33333333333333
Malric,3,0,3,56.0,58.0,57.0
PEREZ,3,2,1,57.0,66.0,60.333333333333336
PEREIRA-NUNES,3,0,3,34.0,38.0,36.666666666666664
Mangrolia,3,3,0,49.0,49.0,49.0
ZINGRAFF,3,3,0,60.0,63.0,62.0
somon,3,3,0,62.0,64.0,63.0
PERNOT,3,3,0,61.0,62.0,61.666666666666664
PERINI,3,0,3,36.0,37.0,36.666666666666664
tomaselli,3,0,3,44.0,45.0,44.333333333333336
allizard,3,3,0,57.0,58.0,57.333333333333336
LIMOUZIN,3,3,0,47.0,50.0,48.333333333333336
ZOURGUI,3,0,3,51.0,52.0,51.666666666666664
LIGOT,3,3,0,57.0,58.0,57.666666666666664
ZIELINSKI,3,0,3,24.0,29.0,26.666666666666668
Marini,3,3,0,70.0,71.0,70.33333333333333
zerkani,3,0,3,48.0,48.0,48.0
PERDRIAU,3,3,0,48.0,49.0,48.333333333333336
soulier,3,3,0,54.0,55.0,54.333333333333336
LETURQUE,3,3,0,51.0,52.0,51.666666666666664
LETRILLART,3,0,3,50.0,51.0,50.666666666666664
vachon,3,0,3,40.0,42.0,41.0
vieu,3,0,3,62.0,63.0,62.333333333333336
PELIEU,3,3,0,75.0,76.0,75.33333333333333
PELAIN,3,3,0,47.0,47.0,47.0
CARLES,3,3,0,70.0,72.0,70.66666666666667
vignal,3,0,3,63.0,64.0,63.666666666666664
CARTIER,3,0,3,33.0,34.0,33.333333333333336
CHAGNAT,3,0,3,47.0,49.0,47.666666666666664
varaillas,3,0,3,69.0,70.0,69.66666666666667
CHATARD,3,0,3,62.0,63.0,62.666666666666664
villain,3,3,0,60.0,62.0,61.0
villemain,3,3,0,72.0,73.0,72.66666666666667
verdier,3,3,0,51.0,75.0,66.66666666666667
Marchand,3,3,0,41.0,57.0,48.333333333333336
LEMOYNE,3,3,0,44.0,47.0,45.333333333333336
LEMOINE,3,3,0,52.0,54.0,53.0
LEMAZURIER,3,3,0,43.0,44.0,43.666666666666664
LEMAIRE,3,3,0,49.0,53.0,50.333333333333336
vasselin,3,3,0,36.0,38.0,37.0
LOWINSKY,3,3,0,59.0,60.0,59.333333333333336
Allam,3,3,0,26.0,28.0,27.0
bonnet,3,3,0,46.0,59.0,50.666666666666664
PANAMBALOM,3,3,0,49.0,50.0,49.666666666666664
PARENT,3,3,0,73.0,74.0,73.66666666666667
brigand,3,3,0,38.0,41.0,39.333333333333336
MOUTON,3,0,3,56.0,56.0,56.0
PAPAYA,3,0,3,44.0,45.0,44.666666666666664
saint martin,3,3,0,42.0,45.0,43.333333333333336
MULLER,3,3,0,68.0,70.0,69.0
Aubourdy,3,0,3,71.0,72.0,71.66666666666667
AVIAS,3,3,0,46.0,49.0,47.333333333333336
LOUWAGIE,3,0,3,63.0,64.0,63.333333333333336
burkhalter,3,3,0,66.0,67.0,66.66666666666667
Aubin,3,0,3,58.0,59.0,58.666666666666664
PELLICANO,3,3,0,65.0,66.0,65.66666666666667
Aubin-Sicard,3,0,3,53.0,55.0,54.333333333333336
Aigoin,3,3,0,64.0,65.0,64.66666666666667
Maurel,3,2,1,35.0,51.0,45.666666666666664
bernardi,3,0,3,45.0,45.0,45.0
Bréaud,3,3,0,39.0,40.0,39.666666666666664
Maciejasz,3,3,0,67.0,69.0,68.0
Mistler,2,0,2,69.0,70.0,69.5
Galliard-Minier,2,0,2,49.0,49.0,49.0
GROSVALET,2,2,0,65.0,65.0,65.0
MAUVIEUX,2,2,0,32.0,33.0,32.5
Molton,2,0,2,49.0,50.0,49.5
Molossi,2,2,0,52.0,53.0,52.5
Missoffe,2,0,2,51.0,51.0,51.0
Gairaud,2,0,2,53.0,54.0,53.5
RABELLE,2,0,2,71.0,72.0,71.5
Molac,2,2,0,62.0,62.0,62.0
MAUPOIL,2,0,2,58.0,61.0,59.5
HENNO,2,2,0,61.0,61.0,61.0
Marais,2,2,0,51.0,52.0,51.5
GRENON,2,2,0,75.0,76.0,75.5
Monnier,2,2,0,44.0,45.0,44.5
Modde,2,0,2,53.0,55.0,54.0
vogel,2,2,0,64.0,64.0,64.0
Garot,2,2,0,58.0,58.0,58.0
HERZOG,2,0,2,54.0,55.0,54.5
visentin,2,0,2,50.0,51.0,50.5
RAFFIN,2,2,0,77.0,80.0,78.5
Mallié,2,2,0,72.0,73.0,72.5
Maliar,2,0,2,26.0,28.0,27.0
Majourel,2,2,0,63.0,63.0,63.0
Miossec,2,2,0,37.0,38.0,37.5
HERBET,2,2,0,52.0,55.0,53.5
Matheron,2,0,2,57.0,59.0,58.0
GUINIOT,2,2,0,69.0,69.0,69.0
Matergia,2,2,0,60.0,61.0,60.5
GRANET BRUNELLO,2,0,2,62.0,62.0,62.0
HEO,2,0,2,52.0,53.0,52.5
GRANGIER,2,0,2,49.0,49.0,49.0
HENRY,2,2,0,50.0,51.0,50.5
GRANIER,2,2,0,47.0,50.0,48.5
RAFFALLI,2,2,0,52.0,52.0,52.0
Gascon,2,2,0,53.0,55.0,54.0
GRIMA,2,2,0,49.0,50.0,49.5
RAYNAL,2,2,0,48.0,49.0,48.5
MAUGRAS,2,2,0,64.0,65.0,64.5
Gasparini,2,2,0,46.0,48.0,47.0
GROSDIDIER,2,2,0,59.0,59.0,59.0
HADIZADEH,2,0,2,42.0,43.0,42.5
MENICHON,2,2,0,63.0,64.0,63.5
MEGGIATO,2,0,2,42.0,43.0,42.5
GUILLOT,2,2,0,45.0,48.0,46.5
Garrabe,2,2,0,70.0,71.0,70.5
RAVOT,2,2,0,63.0,63.0,63.0
MEIGNEN,2,2,0,66.0,66.0,66.0
MEKHANTAR,2,2,0,62.0,63.0,62.5
RAUX,2,2,0,57.0,57.0,57.0
vigier,2,2,0,66.0,67.0,66.5
Gassilloud,2,2,0,43.0,43.0,43.0
GUHL,2,0,2,53.0,53.0,53.0
ABADIA,2,2,0,53.0,54.0,53.5
REBOUH,2,2,0,50.0,50.0,50.0
RE,2,2,0,44.0,44.0,44.0
HAMON,2,2,0,40.0,49.0,44.5
Quiévy,2,2,0,69.0,71.0,70.0
zuili,2,2,0,55.0,56.0,55.5
Galut,2,2,0,54.0,57.0,55.5
HAMBLIN,2,2,0,65.0,65.0,65.0
Mayaud,2,2,0,73.0,73.0,73.0
MATILLON,2,0,2,58.0,58.0,58.0
HERMENIER,2,0,2,46.0,49.0,47.5
HAITI,2,0,2,51.0,51.0,51.0
GUYON,2,1,1,41.0,60.0,50.5
Garraud,2,2,0,68.0,68.0,68.0
RAYOT,2,2,0,67.0,68.0,67.5
GUIMBERTEAU,2,0,2,65.0,66.0,65.5
HAULLER,2,2,0,52.0,64.0,58.0
GRUDLER,2,2,0,59.0,59.0,59.0
HARRIBEY,2,0,2,67.0,68.0,67.5
HARDY,2,0,2,53.0,54.0,53.5
MATT,2,2,0,43.0,44.0,43.5
GRUET,2,0,2,34.0,35.0,34.5
HEDDADI,2,2,0,38.0,39.0,38.5
MATTEI,2,2,0,70.0,70.0,70.0
MAUDET,2,0,2,60.0,61.0,60.5
GRZEZICZAK,2,2,0,54.0,55.0,54.5
vignon,2,0,2,61.0,61.0,61.0
MARY,2,2,0,60.0,61.0,60.5
MAS,2,2,0,47.0,49.0,48.0
MOURIER,2,0,2,58.0,59.0,58.5
Gloanec Maurin,2,0,2,63.0,65.0,64.0
MARION,2,2,0,49.0,51.0,50.0
QUERRARD,2,2,0,34.0,36.0,35.0
RUCHETON,2,0,2,66.0,67.0,66.5
Goasdoué,2,2,0,61.0,62.0,61.5
Martineau,2,2,0,56.0,56.0,56.0
RUMEAU,2,0,2,62.0,65.0,63.5
Morlon,2,2,0,44.0,45.0,44.5
Quernez,2,2,0,50.0,52.0,51.0
Quenette,2,2,0,43.0,44.0,43.5
Mansouri,2,0,2,23.0,24.0,23.5
QUINTON,2,0,2,34.0,35.0,34.5
MUSSOTTE,2,0,2,53.0,53.0,53.0
Mansour,2,2,0,54.0,54.0,54.0
Gobert,2,2,0,51.0,51.0,51.0
HOURQUET,2,2,0,58.0,59.0,58.5
MASSEGLIA,2,2,0,43.0,43.0,43.0
ROUTIER,2,1,1,44.0,57.0,50.5
HOUPERT,2,2,0,63.0,63.0,63.0
MURA,2,2,0,53.0,56.0,54.5
MARCY,2,0,2,55.0,56.0,55.5
MARGATE,2,0,2,52.0,52.0,52.0
Prioleaud,2,2,0,36.0,36.0,36.0
MARAEURA,2,2,0,52.0,52.0,52.0
QUEIROS,2,2,0,45.0,46.0,45.5
Marquez,2,2,0,53.0,54.0,53.5
Marolleau,2,2,0,65.0,66.0,65.5
Puissat,2,0,2,56.0,56.0,56.0
MARC,2,2,0,63.0,64.0,63.5
MARIANI,2,2,0,65.0,66.0,65.5
Garino,2,0,2,36.0,37.0,36.5
Portier,2,2,0,34.0,34.0,34.0
Portarrieu,2,2,0,58.0,59.0,58.5
MOURRA,2,2,0,71.0,72.0,71.5
MARIE-REINE,2,0,2,62.0,63.0,62.5
Maximi,2,0,2,38.0,38.0,38.0
ROYOUX,2,2,0,71.0,72.0,71.5
Pozzo di Borgo,2,2,0,43.0,44.0,43.5
MARCHIO,2,2,0,31.0,31.0,31.0
MARCHIS,2,0,2,54.0,55.0,54.5
Pouzyreff,2,0,2,63.0,64.0,63.5
MARCILLY,2,0,2,55.0,55.0,55.0
MARICOT,2,0,2,63.0,64.0,63.5
GOT,2,0,2,63.0,63.0,63.0
HOCQUELET,2,2,0,61.0,62.0,61.5
HOCHART,2,2,0,36.0,36.0,36.0
GOUET,2,2,0,65.0,65.0,65.0
MATHIASIN,2,2,0,68.0,68.0,68.0
HERVIEU,2,0,2,30.0,31.0,30.5
Maréchal-Le Pen,2,0,2,34.0,35.0,34.5
MATHONIER,2,2,0,57.0,57.0,57.0
GOULET de RUGY,2,2,0,37.0,38.0,37.5
MATIGNON,2,2,0,41.0,42.0,41.5
HOUOT,2,2,0,51.0,51.0,51.0
HIGNET,2,0,2,31.0,31.0,31.0
Moreira,2,0,2,60.0,62.0,61.0
Mardikian,2,2,0,56.0,56.0,56.0
Morgo,2,2,0,56.0,57.0,56.5
RAINVILLE,2,2,0,41.0,42.0,41.5
HELMER ZAMMIT,2,0,2,50.0,50.0,50.0
GUELLEC,2,2,0,52.0,55.0,53.5
Moser,2,0,2,71.0,74.0,72.5
willaume,2,2,0,39.0,41.0,40.0
Mathis,2,2,0,66.0,67.0,66.5
Monin,2,2,0,68.0,68.0,68.0
Mariaud,2,0,2,56.0,58.0,57.0
MASSET,2,2,0,58.0,58.0,58.0
Maamaatuaiahutapu,2,0,2,48.0,49.0,48.5
HOULLEY,2,2,0,60.0,62.0,61.0
HUNAULT,2,2,0,60.0,61.0,60.5
HUMBERT,2,2,0,34.0,34.0,34.0
HULAUD,2,0,2,63.0,65.0,64.0
HOCBON,2,2,0,46.0,49.0,47.5
MARTIN-GENDRE,2,0,2,63.0,64.0,63.5
MARTIN-GRAND,2,0,2,50.0,50.0,50.0
GUIOL,2,2,0,66.0,66.0,66.0
HOFFSESS,2,2,0,59.0,60.0,59.5
HORY,2,2,0,57.0,58.0,57.5
HORNY,2,2,0,64.0,65.0,64.5
Marie-Louise,2,2,0,68.0,68.0,68.0
HOMMET,2,0,2,36.0,38.0,37.0
Montagne,2,2,0,56.0,59.0,57.5
Godinot,2,2,0,46.0,48.0,47.0
Hehn,2,2,0,61.0,62.0,61.5
Hayer,2,0,2,38.0,38.0,38.0
GOYARD GUDEFIN,2,0,2,65.0,66.0,65.5
HOI,2,0,2,56.0,56.0,56.0
Gautier,2,0,2,34.0,51.0,42.5
Godichaud,2,0,2,61.0,61.0,61.0
Mette,2,0,2,64.0,65.0,64.5
Gontard,2,2,0,52.0,52.0,52.0
ROBLOT,2,0,2,52.0,54.0,53.0
Gonnet Tabardel,2,0,2,52.0,52.0,52.0
AMSLER,2,2,0,75.0,75.0,75.0
ROCHAIX,2,2,0,59.0,62.0,60.5
Gouverneur,2,2,0,57.0,59.0,58.0
Meurin,2,2,0,34.0,35.0,34.5
Gourney Leconte,2,0,2,46.0,49.0,47.5
MITTELHAUSSER,2,2,0,33.0,34.0,33.5
Marsat,2,0,2,70.0,71.0,70.5
MOLIERAC,2,2,0,41.0,43.0,42.0
Gouin,2,2,0,64.0,64.0,64.0
soussi,2,2,0,58.0,60.0,59.0
Gouffier Valente,2,2,0,38.0,39.0,38.5
ALLINGRI,2,2,0,54.0,54.0,54.0
MINIER,2,2,0,52.0,53.0,52.5
ROSEREN,2,2,0,54.0,54.0,54.0
MORETTI,2,2,0,71.0,72.0,71.5
MORETTE,2,2,0,55.0,55.0,55.0
MORVAN,2,1,1,49.0,63.0,56.0
MODURIER,2,2,0,27.0,27.0,27.0
MOYSE,2,2,0,51.0,51.0,51.0
AMBLARD,2,2,0,27.0,28.0,27.5
Merckaert,2,2,0,49.0,50.0,49.5
Mercuzot,2,2,0,58.0,58.0,58.0
Mesmeur,2,0,2,30.0,30.0,30.0
RODRIGUES,2,0,2,56.0,58.0,57.0
Messeanne,2,0,2,57.0,58.0,57.5
RONZIERE,2,2,0,48.0,48.0,48.0
Gras,2,2,0,55.0,57.0,56.0
Meizonnet,2,2,0,40.0,40.0,40.0
AMAILLAND,2,2,0,43.0,43.0,43.0
Mellinger,2,2,0,68.0,69.0,68.5
Gozi,2,2,0,56.0,57.0,56.5
Goy-Chavent,2,0,2,57.0,57.0,57.0
Menchon,2,2,0,53.0,53.0,53.0
GUILLAUMON,2,2,0,56.0,60.0,58.0
Grelier,2,2,0,58.0,58.0,58.0
Grelet-Certenais,2,0,2,61.0,61.0,61.0
Gonzalez,2,2,0,80.0,81.0,80.5
Meszaros,2,2,0,47.0,47.0,47.0
ROBINSON CHOCHO,2,0,2,64.0,65.0,64.5
ROQUE,2,2,0,69.0,70.0,69.5
Mesure,2,0,2,35.0,35.0,35.0
Gomes,2,0,2,37.0,37.0,37.0
Goeury,2,0,2,30.0,31.0,30.5
MORALLET,2,0,2,53.0,54.0,53.5
MORANCAIS,2,2,0,60.0,60.0,60.0
AT,2,2,0,54.0,55.0,54.5
Germanangue,2,2,0,65.0,66.0,65.5
Germain,2,2,0,58.0,58.0,58.0
Gerbaud,2,0,2,44.0,45.0,44.5
Gillé,2,2,0,60.0,60.0,60.0
Gilles épouse Vassal,2,0,2,58.0,59.0,58.5
MINIOU,2,2,0,48.0,48.0,48.0
Gil,2,0,2,42.0,43.0,42.5
GUIGNARD,2,0,2,59.0,59.0,59.0
MORISSEAU,2,2,0,56.0,58.0,57.0
MORANO,2,0,2,60.0,61.0,60.5
ROBINSON,2,0,2,62.0,62.0,62.0
MORANÇAIS,2,0,2,46.0,47.0,46.5
ALLISIO,2,2,0,44.0,44.0,44.0
MORAZIN,2,2,0,68.0,69.0,68.5
Gibelin,2,2,0,64.0,65.0,64.5
ALLIONE,2,2,0,52.0,53.0,52.5
RIVRON,2,0,2,73.0,74.0,73.5
Giletti,2,2,0,51.0,51.0,51.0
MIRALLES,2,0,2,57.0,57.0,57.0
RIVIERE,2,2,0,68.0,71.0,69.5
Gumbs,2,2,0,70.0,70.0,70.0
MIRANDE,2,2,0,67.0,68.0,67.5
GUIGUE,2,2,0,39.0,41.0,40.0
Madaule,2,2,0,47.0,47.0,47.0
ROMANO,2,0,2,65.0,65.0,65.0
Magnier,2,2,0,52.0,52.0,52.0
Guiraud-Chaumeil,2,0,2,49.0,49.0,49.0
GUIOUGOU,2,0,2,66.0,67.0,66.5
MUSSINGTON,2,2,0,60.0,61.0,60.5
Maguin,2,2,0,51.0,51.0,51.0
Gosselin,2,0,2,65.0,65.0,65.0
Mahiet-Lucas,2,0,2,67.0,68.0,67.5
ATTAL,2,2,0,35.0,35.0,35.0
GUITTET,2,0,2,58.0,59.0,58.5
RINGOT,2,2,0,54.0,55.0,54.5
Giscard d'Estaing,2,2,0,61.0,65.0,63.0
Maillet,2,0,2,56.0,58.0,57.0
Gervès,2,0,2,55.0,56.0,55.5
GUSTAVE,2,2,0,54.0,54.0,54.0
MURZI,2,2,0,58.0,60.0,59.0
RIGOLLOT,2,0,2,64.0,65.0,64.5
Guillemy,2,0,2,69.0,70.0,69.5
Mabire,2,2,0,63.0,63.0,63.0
Massot,2,2,0,38.0,39.0,38.5
smihi,2,2,0,48.0,49.0,48.5
MENONVILLE,2,2,0,51.0,51.0,51.0
MERCHIER,2,0,2,75.0,75.0,75.0
Gerard,2,0,2,50.0,50.0,50.0
RIAZE,2,2,0,32.0,33.0,32.5
tallet,2,0,2,69.0,70.0,69.5
Gatault,2,2,0,66.0,66.0,66.0
GUILLON,2,2,0,60.0,60.0,60.0
REYNIER,2,2,0,72.0,73.0,72.5
Massebeuf,2,0,2,53.0,56.0,54.5
AMRANE,2,0,2,70.0,72.0,71.0
REYNAL,2,2,0,66.0,66.0,66.0
MONROSE,2,2,0,59.0,60.0,59.5
Gatuhau,2,2,0,,,
MICHALLET,2,2,0,48.0,49.0,48.5
Grégoire,2,0,2,45.0,46.0,45.5
ANILHA,2,0,2,66.0,67.0,66.5
Gaugain,2,0,2,47.0,49.0,48.0
MERIAUDEAU,2,0,2,58.0,59.0,58.5
GUELPA-BONARO,2,2,0,35.0,36.0,35.5
Marsaud,2,0,2,50.0,50.0,50.0
RAINERI,2,2,0,62.0,63.0,62.5
MAURIN née VERDOUX,2,0,2,51.0,52.0,51.5
MONTAGNAT,2,0,2,39.0,40.0,39.5
RATENON,2,2,0,57.0,57.0,57.0
MONTECOT,2,2,0,60.0,62.0,61.0
MONTILLOT,2,2,0,66.0,70.0,68.0
RASTOUL,2,0,2,53.0,53.0,53.0
RAPPENEAU,2,2,0,50.0,50.0,50.0
MESTRIES,2,0,2,56.0,56.0,56.0
RAPIN,2,2,0,40.0,57.0,48.5
RANDRIAN,2,0,2,63.0,63.0,63.0
MONTORO-SADOUX,2,0,2,51.0,54.0,52.5
GUEROULT,2,0,2,52.0,53.0,52.5
MORAINE,2,2,0,51.0,52.0,51.5
Guidoni,2,2,0,59.0,59.0,59.0
Guibert,2,2,0,40.0,40.0,40.0
Gendraud,2,2,0,69.0,69.0,69.0
sourisseau,2,2,0,67.0,68.0,67.5
MONDONE,2,0,2,46.0,46.0,46.0
Genest,2,0,2,41.0,42.0,41.5
RAPP,2,0,2,59.0,60.0,59.5
HAYE,2,2,0,45.0,46.0,45.5
ROCHER,2,2,0,70.0,71.0,70.5
REID ARBELOT,2,0,2,53.0,54.0,53.5
MOSTACHI,2,0,2,62.0,62.0,62.0
REGOL,2,0,2,46.0,46.0,46.0
ROMET,2,2,0,64.0,65.0,64.5
Mennetrier,2,0,2,48.0,49.0,48.5
REGNAULT de MONTGON,2,0,2,54.0,56.0,55.0
ROMMEL,2,2,0,60.0,60.0,60.0
ROGEBOZ,2,0,2,51.0,52.0,51.5
Gruny,2,0,2,60.0,61.0,60.5
RECALDE,2,0,2,59.0,60.0,59.5
RENAULT,2,2,0,36.0,36.0,36.0
ROCHET,2,2,0,59.0,62.0,60.5
Merabet,2,2,0,46.0,46.0,46.0
ROCHETTE,2,2,0,41.0,42.0,41.5
AMIABLE,2,0,2,60.0,60.0,60.0
RICHIOUD,2,0,2,31.0,32.0,31.5
Maïa,2,2,0,54.0,54.0,54.0
ROGER-MOIGNEU,2,0,2,41.0,42.0,41.5
GUILLEMIN,2,2,0,41.0,57.0,49.0
RIOTTON,2,0,2,54.0,55.0,54.5
REDON-SARRAZY,2,2,0,61.0,61.0,61.0
GUYOT,2,0,2,30.0,31.0,30.5
Grousseau,2,2,0,39.0,39.0,39.0
RENAUDIN,2,0,2,55.0,56.0,55.5
ROTH,2,2,0,70.0,71.0,70.5
ANGLADE,2,2,0,37.0,37.0,37.0
ROTSEN,2,2,0,59.0,60.0,59.5
ANGELRAS,2,2,0,60.0,62.0,61.0
RENARD,2,2,0,60.0,61.0,60.5
Macé,2,0,2,63.0,65.0,64.0
ROME,2,0,2,61.0,62.0,61.5
Mendes,2,2,0,37.0,37.0,37.0
ROHART,2,2,0,51.0,53.0,52.0
Midy,2,2,0,41.0,41.0,41.0
Millan,2,2,0,55.0,55.0,55.0
MICHOUX,2,2,0,65.0,65.0,65.0
REVEL,2,1,1,52.0,57.0,54.5
RETAILLEAU,2,2,0,64.0,64.0,64.0
ROMELLE,2,0,2,42.0,43.0,42.5
MICOULEAU,2,0,2,69.0,69.0,69.0
ROMAGNY,2,0,2,45.0,46.0,45.5
MILLER,2,0,2,40.0,40.0,40.0
ROMERO GAYO,2,2,0,47.0,49.0,48.0
REISS,2,2,0,67.0,68.0,67.5
LAIGNEL,2,2,0,77.0,78.0,77.5
