nom,total_wealth
BERROU,12415.0
DEKENS,12400.0
PRIOLLAUD,12068.0
Vogt,12052.0
PANNIER-RUNACHER,12036.0
Soulard,12000.0
HINGRAY,12000.0
BRUNEAU,11991.0
lacombe,11974.0
Schlesinger,11869.0
Rougheol,11800.0
Patriat,11795.0
SOREL,11782.0
ABRANOWITCH,11200.0
RECALDE,11200.0
Chapuis,11200.0
Savreux,11164.0
liscia,11010.0
Rechagneux,10978.0
JOUVET,10671.0
RAFAITIN-MARIN,10663.0
ROMERO-MICHEL,10659.0
DESQUESNE,10506.0
demas,10500.0
Laloy,10500.0
moreau,10500.0
BAVAY,10400.0
Grellier,10375.0
DI FOLCO,10272.0
Erremundeguy,10222.0
LEFORT,10158.0
Prieur,10140.0
EIDELSTEIN,10100.0
WOITIER,10100.0
GUSTAVE,10100.0
SAVOUREY,10026.0
HOCBON,10000.0
GARCIA,10000.0
BIHL,10000.0
allaire,10000.0
GAURAT,10000.0
STEFANINI,10000.0
VALLS,10000.0
testard,10000.0
MELLOULI,10000.0
vuillemin,10000.0
Tisné-Versailles,10000.0
Garraud,10000.0
JUIN,10000.0
WAUQUIEZ,9802.0
RIETMANN,9800.0
Verdier,9800.0
LEVASSEUR,9622.0
Turbatte,9600.0
LAVALLARD,9500.0
CARRERE-GEE,9440.0
SMATI,9420.0
Delpeuch,9400.0
PAUL,9343.0
DELHAYE,9291.0
FUGIT,9253.0
DERVILLE,9240.0
LUCZAK,9000.0
BRUNDU,9000.0
BELLIARD,8800.0
lejeune,8743.0
GADENNE,8717.0
Hamida,8622.0
PERINI,8539.0
Ramond,8523.0
Pabritz,8520.0
achalme,8450.0
Irigoyen,8350.0
BUTCHER,8332.0
Martineau,8330.0
Siegler,8280.0
ACCARION,8250.0
VOGEL,8200.0
LATOMBE,8174.0
leveque,8163.0
kollmannsberger,8138.0
Boudineau,8120.0
DARRAS,8040.0
GUEVEL,8036.0
RÉBÉROT,8000.0
CRAMOISAN,8000.0
GILLE,8000.0
BITEAU,8000.0
petiot,8000.0
BALLESIO,8000.0
Charville,8000.0
PICHERY,8000.0
MOUTAMA CHEDIAPIN,8000.0
DEDIES,7973.0
VALLI,7890.0
cozic,7794.0
NIKOLIC,7662.0
Bounes,7644.0
Lungenstrass,7632.0
Pla,7600.0
RAPIN,7559.0
de Montesquiou,7470.0
Nadesan,7424.0
HYBERT,7422.0
ripert,7400.0
cuvelier,7200.0
Leseul,7100.0
BREILLAT,7000.0
BONTINCK,7000.0
GRUDLER,7000.0
SIX,6995.0
Dantec,6964.0
AUDIBERT,6937.0
AESCHLIMANN,6936.0
Ricou,6900.0
LECOINTE,6800.0
Reydy,6760.0
Balon,6754.0
Khouiel,6750.0
Fauconnier,6700.0
MELLERAY,6666.0
JEANSON,6646.0
Bonnet,6600.0
Petex,6436.0
DUPLESSY,6331.0
Bidard,6300.0
Alemany,6292.0
CAKIN,6250.0
LOSBAR,6236.0
FRANCO,6200.0
Bourcier,6063.0
LABELLE,6040.0
SICARD,6027.0
lechanteux,6016.0
TOLASSY,6000.0
Chihi,6000.0
AILLERIE épouse HAMARD,6000.0
Aguiton,6000.0
RENARD,6000.0
GORGES,6000.0
SALAUN,6000.0
Jadot,6000.0
HOMMEL,5970.0
GENOVESIO,5940.0
SAINT MARTIN,5900.0
Barthès,5836.0
COLLIAT-DANGUS,5808.0
AUGIS,5766.0
Matet,5706.0
PAULIAT-DEFAYE,5690.0
LE GRIP,5626.0
abreu goncalves,5618.0
CALVO,5563.0
Cauchetier,5546.0
lafarie,5500.0
BOLE,5500.0
LEROUX,5500.0
MANZARI,5500.0
Tenneroni,5486.0
DEBONS,5400.0
Dolgopyatoff Burlet,5400.0
CANTALOUBE,5357.0
DENIAUD,5266.0
baile,5260.0
SEELS,5100.0
TRE-HARDY,5070.0
MICHALLET,5020.0
GABARRON,5015.0
GENETET,5000.0
Tavel,5000.0
SOUMAILA,5000.0
Duperthuy,5000.0
JUSTOME,5000.0
WEÏSS,5000.0
GERIN,5000.0
Lungart,5000.0
ALSTERS,5000.0
CARILLON,5000.0
CATTIN,5000.0
Ferreira,5000.0
LIME VIEILLE,5000.0
Descombes,5000.0
ASLANIAN,5000.0
CHAVANON,5000.0
ABBAS,4848.0
BALARDY,4800.0
blin,4800.0
willaume,4794.0
GLUCK,4714.0
Négret,4682.0
Aguin,4644.0
NICOLLET,4617.0
LIGOT,4612.0
JOULIÉ,4500.0
LE SCORNET,4500.0
Torreilles,4467.0
VILA,4455.0
GIOVANNANGELI,4400.0
CAPITANIO,4366.0
LE LUHERNE,4350.0
MARCOT,4323.0
FERRAND,4310.0
REGNAULT de MONTGON,4296.0
Grégoire,4280.0
MONIER,4228.0
GOUTH,4140.0
MONTAGNAT,4106.0
RIOU-BOURDON,4100.0
DEBOURG,4018.0
Logié,4000.0
lafargue,4000.0
Caraco,4000.0
FOUILLET,3920.0
GUERIN,3880.0
GLACET,3875.0
Augey,3850.0
MANDON,3840.0
ozenne,3800.0
Briat,3766.0
MARCY,3752.0
Gicquel,3700.0
fournier,3692.0
Limonta,3681.0
BACCI,3666.0
Hamel,3594.0
BOULOUX,3560.0
Spillebout,3542.0
ELEXHAUSER,3437.0
Goujon,3430.0
DU BUIT,3423.0
Taubrégeas,3418.0
LOPEZ LIGUORI,3364.0
Robin,3330.0
Rodes,3200.0
deprince,3187.0
Philippe,3183.0
Serp,3183.0
Sillani,3116.0
Marias,3110.0
PIQUEMAL,3050.0
CASTOR,3040.0
Létoquart,3000.0
LAPPARTIENT,3000.0
Mardikian,3000.0
Guitton,3000.0
THEOPHILE,3000.0
ZOURGUI,3000.0
ROUX,3000.0
Klinger,3000.0
Mitonneau,3000.0
VIGIER,3000.0
Garin,3000.0
Erodi,3000.0
Staron,3000.0
TROGRLIC,2972.0
nanchi,2962.0
Rampal,2810.0
Ferde,2766.0
ARRIGHI,2760.0
GRAVELLE,2750.0
Metzdorf,2700.0
Christine,2629.0
CANEVET,2607.0
Rimane,2600.0
Boyer,2511.0
Evren,2500.0
BASQUIN,2500.0
LAFONT,2500.0
Dumont,2460.0
Boubée,2380.0
Loas,2375.0
CLEMENTE,2336.0
COUTHERUT,2300.0
besnard,2300.0
AGUILERA,2286.0
POYET,2260.0
BUISSON,2250.0
SAYOUS,2236.0
Bouche,2226.0
Martinie,2225.0
BRAUX,2225.0
RAVIER,2208.0
WILLIAM,2200.0
GOUEROU,2198.0
COTTEREAU,2172.0
JANDER,2150.0
LEPORTIER,2115.0
Clavet,2100.0
Belrhiti,2048.0
Bui-Xuan Picchedda,2004.0
Alphonse,2000.0
RIVIERE,2000.0
depallens,2000.0
Rebsamen,2000.0
BRETON,2000.0
Le Hénanff,2000.0
MOULIN,2000.0
Keller,2000.0
Nebbula,2000.0
HIVER,2000.0
CHALUMEAU,2000.0
Jacotot,2000.0
Meurin,2000.0
ESTROSI,2000.0
L'Hour,2000.0
Sattonnet,2000.0
BELLAY,2000.0
Tahri,2000.0
BERNIER,2000.0
LAJUGIE,2000.0
HANOH,1998.0
GACQUERRE,1995.0
BRILLARD,1981.0
BELAIR,1980.0
Bergé,1950.0
cherriere,1944.0
MORANÇAIS,1926.0
Rousset,1912.0
Toro,1900.0
DUFAU,1899.0
MARTEGOUTTE,1888.0
Pochon,1800.0
RINGUET,1800.0
BOURBIGOT,1762.0
Escoulan,1758.0
DESOUCHES,1700.0
ZIEGLER,1700.0
PUNUA,1676.0
FIALAIRE,1666.0
Chan,1658.0
AFFILE,1626.0
ROUGE,1618.0
Murgia,1600.0
TEMARII,1584.0
PATRIARCHE,1520.0
KOUATHE,1508.0
Cornu,1500.0
Mennetrier,1500.0
Boudy,1500.0
DUFORESTEL,1500.0
STEFFEN,1500.0
Lavenka,1500.0
Riom,1500.0
verdier,1500.0
Pluchet,1500.0
Guarino,1500.0
BARBIER,1500.0
Feltz,1500.0
BILA,1490.0
MOUILLER,1468.0
MARCHET,1465.0
Grass,1440.0
Ardouin,1422.0
RAYOT,1400.0
lermytte,1365.0
POUEYTO,1360.0
CHARRIER,1334.0
VERNAY,1323.0
Delord,1308.0
roumegas,1300.0
BELLINI,1255.0
HENNO,1250.0
FRANCOIS,1230.0
FARA,1229.0
HAZOUARD,1200.0
Jacob,1200.0
BEDEK,1200.0
Focks,1173.0
Etcheçaharreta,1164.0
AZOUG,1160.0
MAUGUIEN-SICARD,1146.0
ROCHAUD,1120.0
DELALIN,1084.0
AUDEGOND,1010.0
lecordier,1008.0
patouret,1002.0
BAMANA,1000.0
BAUDOUIN,1000.0
UGO,1000.0
DI GIOVANNI,1000.0
RALLO,1000.0
ARZAL,1000.0
D'IMPERIO,1000.0
VILLECOURT,1000.0
gros,1000.0
TURCHETTO,1000.0
CLOUAIRE,1000.0
CRESSON,1000.0
Branco,1000.0
BROSSET,1000.0
Pradayrol,1000.0
CADART,1000.0
Geoffroy,1000.0
TAISNE,1000.0
Salmon,1000.0
Baume,1000.0
Prioleaud,1000.0
BORRÉ,1000.0
Colas,1000.0
NAUDAN,1000.0
MARCHANI,1000.0
CHIAPPA - KIGER,1000.0
MARCHIS,1000.0
DES ESGAULX DE NOLET,1000.0
Cabanel,1000.0
Houssin,1000.0
BRUN,1000.0
REISS,999.0
Lhermitte,996.0
martin,980.0
COLOMBANI,950.0
MISSIOUX,948.0
Frioux,942.0
TANGUY,932.0
BRIOIS,900.0
Durand,900.0
Hélion,900.0
Rabadan,900.0
MAURER,900.0
MASSART,900.0
BERTELOODT,900.0
PERNEY,898.0
ROBERT,892.0
JEAN,868.0
Frebault,855.0
Lopez,853.0
Bouyssonnie,850.0
PERRIN,850.0
TONNER,844.0
MAISONNAT,841.0
Bertin,840.0
TIEOUE,838.0
GUIMBERTEAU,827.0
SAINT-PE,801.0
MAGLOIRE,800.0
LESEIGNEUR,800.0
Dauge,800.0
THORY,800.0
CHARPENTIER,790.0
TERRIEN,768.0
VADOT,767.0
LAUREY,762.0
Jacky,762.0
Diers,760.0
Charpentier,755.0
lemare,750.0
Raynal,750.0
VIROULAUD,743.0
Mezrar,724.0
ARENAS,700.0
Lucas,700.0
Saint-Orice,699.0
PIRES BEAUNE,692.0
MORELL SAMPOL,691.0
QAEZE,670.0
mignonet,650.0
nieson,649.0
REYNAUD,645.0
Gibert,621.0
ZILIO,600.0
Beauvarlet,600.0
RAPPENEAU,600.0
Ménagé,600.0
Choplin,600.0
PLISSONNEAU,600.0
Delaitre,582.0
princay,573.0
INEZARENE,550.0
rolland,535.0
launay,500.0
LIVRELLI,500.0
mandelli,500.0
Lorentz,500.0
ALLIONE,500.0
RAIMBAULT,500.0
Salami-Dadkhah,500.0
SAID ANZUM,500.0
Loire,500.0
Chabrillat,500.0
Kervran,500.0
Bouyssou,500.0
Plissonnier,500.0
Pineau,500.0
Picard,500.0
DELPECH,500.0
Renard,500.0
bramoullé,500.0
Sorre,500.0
BONNEFOI,500.0
SOMEN,500.0
MURZI,500.0
Bardot,500.0
ROGER-MOIGNEU,500.0
LIRON,500.0
GAUTIER,495.0
KAUTAI,494.0
Piera,486.0
HIGNET,480.0
Fournier,480.0
Assié,480.0
Evrard,458.0
tomaselli,456.0
bouyx,454.0
de Bonet d Oléon,452.0
LACROUTE,450.0
Decoster,450.0
Jourdan,442.0
Pilato,438.0
malaterre,434.0
Khac,420.0
AVIAS,400.0
Lahalle,400.0
TRYSTRAM,400.0
Matergia,400.0
BEAUDON,400.0
LE LAN,400.0
DIXNEUF,400.0
LE HOUEROU,400.0
PASTOR,400.0
MAURICE,394.0
QUILLIEN,387.0
Yon-Courtin,378.0
Coppey,360.0
Saint-Martin,360.0
SALEL,359.0
Juliette,357.0
Robic,350.0
ABELLI,350.0
Boudié,350.0
BILHAC,320.0
Fayolle,316.0
GIRAUD,310.0
Viola,300.0
haddad,300.0
jomier,300.0
NOGUIER,300.0
Maury,300.0
Hanotin,300.0
CAILLET,300.0
PARTRAT,300.0
ORAIN GROVALET,300.0
Poulin,292.0
Mongaburu,270.0
PERREARD,250.0
AMRANE,250.0
BARREAU,250.0
Valentin,250.0
Damy,250.0
Elazouzi,250.0
Laval,250.0
DIVE,250.0
NEUDER,247.0
BOUCHART,240.0
Lei,230.0
RAYMOND,214.0
LUCOT,212.0
GUERET,208.0
Gagliolo,202.0
FERON,200.0
Belluco,200.0
CHESNEAU,200.0
Smith,200.0
Corzani,200.0
Griseti,200.0
Modde,200.0
Blet,200.0
Delacroix,200.0
FERRARI,200.0
GUILLO,200.0
canales,200.0
Barles,200.0
OSMOND,200.0
COHEN,200.0
gabelotaud,200.0
greffier,200.0
TEISSERE,200.0
Pellerin-Carlin,200.0
Slimani,200.0
DEPAIX,200.0
GHALI,200.0
DULIEGE,198.0
Berville,182.0
CURUTCHARRY,180.0
Tikouk,180.0
LE GAC,177.0
Quernez,172.0
bonnecarrere,170.0
MENISSEZ,167.0
GIVERNET,166.0
Davi,160.0
CAREIL,152.0
ROCHER,152.0
BERNARDINI,150.0
diwuy,134.0
MADER,130.0
Venturini,120.0
Orgelet,120.0
BEAUDREY,115.0
COIANIZ,110.0
Verzelen,106.0
Petit,104.0
Bouget,100.0
CARUHEL,100.0
GOUET,100.0
Dissaux,100.0
ROBINSON,100.0
DAVET,100.0
CADIOU,100.0
BROU,100.0
DUCHÉ,100.0
Eskenazi,100.0
yon,100.0
RETAILLEAU,97.0
gagnoux,96.0
Galliard-Minier,94.0
LETURQUE,93.0
GUELPA-BONARO,92.0
bertucat,90.0
Bertagnoli,90.0
SEBAIHI,90.0
CASTRO,90.0
Marchand,84.0
LARGHERO,80.0
MARAEURA,80.0
LOUAP,80.0
Gaugain,76.0
Colson,70.0
CAMMAL,60.0
Rassaert,60.0
LOTTE,60.0
chassot,60.0
FILHOL,60.0
CHAUVEAU,50.0
GOURIER,50.0
Gouyette,50.0
Mulyk,50.0
COURDIL,50.0
Géry,48.0
JAMMES,47.0
DENIZON-ZAWIEJA,45.0
BONNEFOY,44.0
Ladegaillerie,40.0
Dufau,40.0
BERTHIER,40.0
BAUDU,38.0
LEMAIRE,36.0
MORANCAIS,30.0
Flohic,30.0
Schellenberger,30.0
FRICOTEAUX,30.0
BIOULAC,30.0
MIRANDE,30.0
Cormier-Bouligeon,30.0
PFEFFER,30.0
NICOLAI,25.0
LEGROS,23.0
LAFARGUE,20.0
BIENVENU,20.0
Violland,16.0
TROUSSEL,16.0
DAMOUR,15.0
BRAU,15.0
Dénès,15.0
FASQUELLE,15.0
Benbrahim,14.0
Polski,10.0
LACARRERE,10.0
FURET,10.0
Maupertuis,7.0
Léaument,6.0
DUMONTIER,4.0
Weiss,2.0
WATTEBLED,2.0
Beaujaneau,2.0
LE DORVEN,2.0
THIEBAULT,2.0
DESSEIN,2.0
Fournié,2.0
barenton guillas,2.0
BOUTLEUX,1.0
LEMAITRE,1.0
PRIVAT MATTIONI,1.0
Jacq,1.0
GHEERBRANT,1.0
revillon,0.0
AVIRAGNET,0.0
MARECHAL,0.0
vacher,0.0
testud robert,0.0
suard,0.0
CANNAT,0.0
Abaux,0.0
Abelin,0.0
WEITEN,0.0
Vinet,0.0
Véricel,0.0
WANSCHOOR,0.0
CADUDAL,0.0
ammoura,0.0
Anceau,0.0
payan,0.0
CHABAL,0.0
VERGRIETE,0.0
Vallade,0.0
Valéro,0.0
COCHET,0.0
CORNU,0.0
COSSET,0.0
COT,0.0
Chati,0.0
Brero,0.0
boire,0.0
BROSSIER,0.0
Claveau,0.0
Wehrling,0.0
arribage,0.0
Verien,0.0
SAULNIER ARRIGHI,0.0
SAULES-LE BARS,0.0
Campodarve-Puente,0.0
TORTRAT,0.0
DEYE,0.0
DIJOUX,0.0
DECHAMPS,0.0
Szpiner,0.0
DUNAND,0.0
SOMBSTHAY,0.0
DUPLOMB,0.0
DUPOUEY,0.0
SAMALENS,0.0
SAMSOEN,0.0
DUBOS,0.0
DUCRET,0.0
de lombard de montchalin,0.0
damiati,0.0
SAUVADET,0.0
SEGRETAIN,0.0
Baroin,0.0
Bataille,0.0
Emon,0.0
Eudier,0.0
BOYER,0.0
FIGOUREUX,0.0
BOURGADE,0.0
BOUQUET,0.0
GIBOTTEAU,0.0
Chevalier,0.0
Centon,0.0
VELOU,0.0
Hubaud,0.0
Henriat,0.0
LAGES,0.0
ROMANO,0.0
Fenzar,0.0
Fernandez,0.0
ROUTIER,0.0
ROUANET,0.0
RIVEL,0.0
ROHART,0.0
GODET,0.0
GONIER,0.0
RAMPHORT,0.0
RAYEUR-KLEIN,0.0
RENAUD,0.0
ROUZIES,0.0
GUYOD,0.0
REGOL,0.0
Paganin,0.0
BOHIN,0.0
BOISSEAU,0.0
gay,0.0
geil,0.0
giacomel,0.0
BEAUNOL,0.0
BERNARDINI CARRANO,0.0
JEANNE,0.0
JODAR,0.0
Hartz,0.0
Hasser,0.0
GUEROULT,0.0
RIO,0.0
PASSEBOSC,0.0
Myard,0.0
NE,0.0
PIN,0.0
PAYET,0.0
PEDEBOY,0.0
PERISSOL,0.0
PLASSARD,0.0
PETIPEZ,0.0
PEYRET,0.0
JULLIEN,0.0
Justinien,0.0
Iordanoff,0.0
LAVIOLETTE,0.0
LE DIGABEL,0.0
LANDREAT,0.0
MEDINA,0.0
largeau,0.0
ledoux,0.0
NANA-IBRAHIM,0.0
NEAOUTYINE,0.0
LEGUAY,0.0
LESTAS,0.0
Leclerc,0.0
BEARUNE,0.0
ALIOT,0.0
ALCIN,0.0
BAUMEL,0.0
AHMED-VALI,0.0
CHEVILLON,-2.0
FLORI DUTOUR,-15984.0
Coradetti,-91362.0
